gfx,cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx942,304,48,32768,1024,ck,9,0,15.61,a8w8_blockscale_bpreshuffle_1x128x128_256x32x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,206.36,2354.22,0.0
gfx942,304,80,32768,1024,ck,9,0,19.1242,a8w8_blockscale_bpreshuffle_1x128x128_256x32x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,280.73,2032.99,0.0
gfx942,304,96,32768,1024,ck,9,0,19.563,a8w8_blockscale_bpreshuffle_1x128x128_256x32x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,329.32,2041.82,0.0
gfx942,304,112,32768,1024,ck,1,0,22.1572,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,339.22,1850.83,0.0
gfx942,304,128,32768,1024,ck,14,0,22.7475,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,377.62,1849.61,0.0
gfx942,304,144,32768,1024,ck,1,0,27.8657,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,346.79,1548.11,0.0
gfx942,304,160,32768,1024,ck,1,0,28.7502,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,373.47,1537.52,0.0
gfx942,304,176,32768,1024,ck,1,0,29.2254,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,404.14,1548.96,0.0
gfx942,304,192,32768,1024,ck,14,0,29.0386,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,443.72,1595.6,0.0
gfx942,304,208,32768,1024,ck,9,0,31.7552,a8w8_blockscale_bpreshuffle_1x128x128_256x32x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,439.57,1492.63,0.0
gfx942,304,224,32768,1024,ck,8,0,31.4838,a8w8_blockscale_bpreshuffle_1x128x128_256x32x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,477.46,1539.33,0.0
gfx942,304,240,32768,1024,ck,13,0,35.4185,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,454.74,1398.39,0.0
gfx942,304,256,32768,1024,ck,13,0,34.8659,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,492.74,1451.1,0.0
gfx942,304,288,32768,1024,ck,1,0,41.9817,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,460.38,1255.87,0.0
gfx942,304,320,32768,1024,ck,14,0,42.2555,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,508.21,1298.14,0.0
gfx942,304,352,32768,1024,ck,8,0,45.2872,a8w8_blockscale_bpreshuffle_1x128x128_256x32x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,521.61,1258.27,0.0
gfx942,304,384,32768,1024,ck,14,0,47.9829,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,537.06,1231.97,0.0
gfx942,304,416,32768,1024,ck,1,0,51.1349,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,545.95,1197.68,0.0
gfx942,304,448,32768,1024,ck,14,0,50.7207,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,592.75,1249.46,0.0
gfx942,304,480,32768,1024,ck,1,0,58.0769,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,554.65,1127.87,0.0
gfx942,304,512,32768,1024,ck,1,0,58.2105,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,590.27,1161.87,0.0
